candidate_after_compatibility,canonical_similarity,case_id,compatibility_reason,cosine_similarity,final_prediction,generated_id,generated_label,generated_normalized,generated_representation,operation_compatible,operation_similarity,operation_threshold,operation_threshold_pass,pair_id,reference_id,reference_label,reference_normalized,reference_representation,selection_stage,semantic_candidate,semantic_similarity,topology_evidence,unresolved_ambiguity,unresolved_candidate_pairs,unresolved_component_id,unresolved_generated_nodes,unresolved_reason,unresolved_reference_nodes
False,0.055207300931215286,1-1,no_declared_operation_conflict,0.055207300931215286,False,n1,create process instance,create process instance,"{""canonical_label"": ""create process instance"", ""canonical_operation"": ""create"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""process instance"", ""operation_resolved"": true, ""original_normalized_label"": ""create process instance"", ""original_root"": ""create"", ""root_lemma"": ""create"", ""root_pos"": ""VERB""}",True,0.30839061737060547,,,1-1:2120553021:n1,2120553021,check part quantitiy,check part quantitiy,"{""canonical_label"": ""check part quantitiy"", ""canonical_operation"": ""check"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""part quantitiy"", ""operation_resolved"": true, ""original_normalized_label"": ""check part quantitiy"", ""original_root"": ""check"", ""root_lemma"": ""check"", ""root_pos"": ""VERB""}",,False,0.055207300931215286,,False,[],,[],,[]
False,0.10692007094621658,1-1,no_declared_conflict_unclassified_operation,0.10692007094621658,False,n5,inform storehouse and engineering department,inform storehouse and engineering department,"{""canonical_label"": ""inform storehouse and engineering department"", ""canonical_operation"": ""inform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""storehouse and engineering department"", ""operation_resolved"": true, ""original_normalized_label"": ""inform storehouse and engineering department"", ""original_root"": ""inform"", ""root_lemma"": ""inform"", ""root_pos"": ""VERB""}",True,0.3001531958580017,,,1-1:2120553021:n5,2120553021,check part quantitiy,check part quantitiy,"{""canonical_label"": ""check part quantitiy"", ""canonical_operation"": ""check"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""part quantitiy"", ""operation_resolved"": true, ""original_normalized_label"": ""check part quantitiy"", ""original_root"": ""check"", ""root_lemma"": ""check"", ""root_pos"": ""VERB""}",,False,0.10692007094621658,,False,[],,[],,[]
False,0.27599865198135376,1-1,no_declared_conflict_unclassified_operation,0.2280435562133789,False,n7,reserve in house parts,reserve in house parts,"{""canonical_label"": ""reserve house parts"", ""canonical_operation"": ""reserve"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_imperative_surrogate:verb_lemma"", ""object_phrase"": ""house parts"", ""operation_resolved"": true, ""original_normalized_label"": ""reserve in house parts"", ""original_root"": ""reserve"", ""root_lemma"": ""reserve"", ""root_pos"": ""VERB""}",True,0.2635297477245331,,,1-1:2120553021:n7,2120553021,check part quantitiy,check part quantitiy,"{""canonical_label"": ""check part quantitiy"", ""canonical_operation"": ""check"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""part quantitiy"", ""operation_resolved"": true, ""original_normalized_label"": ""check part quantitiy"", ""original_root"": ""check"", ""root_lemma"": ""check"", ""root_pos"": ""VERB""}",,False,0.27599865198135376,,False,[],,[],,[]
False,0.26393383741378784,1-1,no_declared_conflict_unclassified_operation,0.26393383741378784,False,n8,back order unavailable parts,back order unavailable parts,"{""canonical_label"": ""back order unavailable parts"", ""canonical_operation"": ""back"", ""derivation_candidates"": [], ""derivation_source"": ""wordnet_verb_fallback:verb_lemma"", ""object_phrase"": ""order unavailable parts"", ""operation_resolved"": true, ""original_normalized_label"": ""back order unavailable parts"", ""original_root"": ""back"", ""root_lemma"": ""back"", ""root_pos"": ""VERB""}",True,0.2869003415107727,,,1-1:2120553021:n8,2120553021,check part quantitiy,check part quantitiy,"{""canonical_label"": ""check part quantitiy"", ""canonical_operation"": ""check"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""part quantitiy"", ""operation_resolved"": true, ""original_normalized_label"": ""check part quantitiy"", ""original_root"": ""check"", ""root_lemma"": ""check"", ""root_pos"": ""VERB""}",,False,0.26393383741378784,,False,[],,[],,[]
False,0.1518429070711136,1-1,no_declared_operation_conflict,0.1518429070711136,False,n9,reject order,reject order,"{""canonical_label"": ""reject order"", ""canonical_operation"": ""reject"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""order"", ""operation_resolved"": true, ""original_normalized_label"": ""reject order"", ""original_root"": ""reject"", ""root_lemma"": ""reject"", ""root_pos"": ""VERB""}",True,0.3541310131549835,,,1-1:2120553021:n9,2120553021,check part quantitiy,check part quantitiy,"{""canonical_label"": ""check part quantitiy"", ""canonical_operation"": ""check"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""part quantitiy"", ""operation_resolved"": true, ""original_normalized_label"": ""check part quantitiy"", ""original_root"": ""check"", ""root_lemma"": ""check"", ""root_pos"": ""VERB""}",,False,0.1518429070711136,,False,[],,[],,[]
False,0.1076471358537674,1-1,no_declared_conflict_unclassified_operation,0.1076471358537674,False,n1,create process instance,create process instance,"{""canonical_label"": ""create process instance"", ""canonical_operation"": ""create"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""process instance"", ""operation_resolved"": true, ""original_normalized_label"": ""create process instance"", ""original_root"": ""create"", ""root_lemma"": ""create"", ""root_pos"": ""VERB""}",True,0.21836619079113007,,,1-1:2120553033:n1,2120553033,reserve part,reserve part,"{""canonical_label"": ""reserve part"", ""canonical_operation"": ""reserve"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_imperative_surrogate:verb_lemma"", ""object_phrase"": ""part"", ""operation_resolved"": true, ""original_normalized_label"": ""reserve part"", ""original_root"": ""reserve"", ""root_lemma"": ""reserve"", ""root_pos"": ""VERB""}",,False,0.1076471358537674,,False,[],,[],,[]
False,0.09224328398704529,1-1,no_declared_conflict_unclassified_operation,0.09224328398704529,False,n5,inform storehouse and engineering department,inform storehouse and engineering department,"{""canonical_label"": ""inform storehouse and engineering department"", ""canonical_operation"": ""inform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""storehouse and engineering department"", ""operation_resolved"": true, ""original_normalized_label"": ""inform storehouse and engineering department"", ""original_root"": ""inform"", ""root_lemma"": ""inform"", ""root_pos"": ""VERB""}",True,0.16562095284461975,,,1-1:2120553033:n5,2120553033,reserve part,reserve part,"{""canonical_label"": ""reserve part"", ""canonical_operation"": ""reserve"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_imperative_surrogate:verb_lemma"", ""object_phrase"": ""part"", ""operation_resolved"": true, ""original_normalized_label"": ""reserve part"", ""original_root"": ""reserve"", ""root_lemma"": ""reserve"", ""root_pos"": ""VERB""}",,False,0.09224328398704529,,False,[],,[],,[]
True,0.7425550818443298,1-1,no_declared_conflict_unclassified_operation,0.7601515650749207,True,n7,reserve in house parts,reserve in house parts,"{""canonical_label"": ""reserve house parts"", ""canonical_operation"": ""reserve"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_imperative_surrogate:verb_lemma"", ""object_phrase"": ""house parts"", ""operation_resolved"": true, ""original_normalized_label"": ""reserve in house parts"", ""original_root"": ""reserve"", ""root_lemma"": ""reserve"", ""root_pos"": ""VERB""}",True,1.0,,,1-1:2120553033:n7,2120553033,reserve part,reserve part,"{""canonical_label"": ""reserve part"", ""canonical_operation"": ""reserve"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_imperative_surrogate:verb_lemma"", ""object_phrase"": ""part"", ""operation_resolved"": true, ""original_normalized_label"": ""reserve part"", ""original_root"": ""reserve"", ""root_lemma"": ""reserve"", ""root_pos"": ""VERB""}",unambiguous_semantic_anchor,True,0.7601515650749207,,False,[],,[],,[]
False,0.3658751845359802,1-1,no_declared_conflict_unclassified_operation,0.3658751845359802,False,n8,back order unavailable parts,back order unavailable parts,"{""canonical_label"": ""back order unavailable parts"", ""canonical_operation"": ""back"", ""derivation_candidates"": [], ""derivation_source"": ""wordnet_verb_fallback:verb_lemma"", ""object_phrase"": ""order unavailable parts"", ""operation_resolved"": true, ""original_normalized_label"": ""back order unavailable parts"", ""original_root"": ""back"", ""root_lemma"": ""back"", ""root_pos"": ""VERB""}",True,0.3588736057281494,,,1-1:2120553033:n8,2120553033,reserve part,reserve part,"{""canonical_label"": ""reserve part"", ""canonical_operation"": ""reserve"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_imperative_surrogate:verb_lemma"", ""object_phrase"": ""part"", ""operation_resolved"": true, ""original_normalized_label"": ""reserve part"", ""original_root"": ""reserve"", ""root_lemma"": ""reserve"", ""root_pos"": ""VERB""}",,False,0.3658751845359802,,False,[],,[],,[]
False,0.0922350138425827,1-1,no_declared_conflict_unclassified_operation,0.0922350138425827,False,n9,reject order,reject order,"{""canonical_label"": ""reject order"", ""canonical_operation"": ""reject"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""order"", ""operation_resolved"": true, ""original_normalized_label"": ""reject order"", ""original_root"": ""reject"", ""root_lemma"": ""reject"", ""root_pos"": ""VERB""}",True,0.27485910058021545,,,1-1:2120553033:n9,2120553033,reserve part,reserve part,"{""canonical_label"": ""reserve part"", ""canonical_operation"": ""reserve"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_imperative_surrogate:verb_lemma"", ""object_phrase"": ""part"", ""operation_resolved"": true, ""original_normalized_label"": ""reserve part"", ""original_root"": ""reserve"", ""root_lemma"": ""reserve"", ""root_pos"": ""VERB""}",,False,0.0922350138425827,,False,[],,[],,[]
False,0.009075100533664227,1-1,no_declared_conflict_unclassified_operation,0.009075100533664227,False,n1,create process instance,create process instance,"{""canonical_label"": ""create process instance"", ""canonical_operation"": ""create"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""process instance"", ""operation_resolved"": true, ""original_normalized_label"": ""create process instance"", ""original_root"": ""create"", ""root_lemma"": ""create"", ""root_pos"": ""VERB""}",True,0.20141655206680298,,,1-1:2120553035:n1,2120553035,back order part,back order part,"{""canonical_label"": ""back order part"", ""canonical_operation"": ""back"", ""derivation_candidates"": [], ""derivation_source"": ""wordnet_verb_fallback:verb_lemma"", ""object_phrase"": ""order part"", ""operation_resolved"": true, ""original_normalized_label"": ""back order part"", ""original_root"": ""back"", ""root_lemma"": ""back"", ""root_pos"": ""VERB""}",,False,0.009075100533664227,,False,[],,[],,[]
False,0.13729827105998993,1-1,no_declared_conflict_unclassified_operation,0.13729827105998993,False,n5,inform storehouse and engineering department,inform storehouse and engineering department,"{""canonical_label"": ""inform storehouse and engineering department"", ""canonical_operation"": ""inform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""storehouse and engineering department"", ""operation_resolved"": true, ""original_normalized_label"": ""inform storehouse and engineering department"", ""original_root"": ""inform"", ""root_lemma"": ""inform"", ""root_pos"": ""VERB""}",True,0.1948021501302719,,,1-1:2120553035:n5,2120553035,back order part,back order part,"{""canonical_label"": ""back order part"", ""canonical_operation"": ""back"", ""derivation_candidates"": [], ""derivation_source"": ""wordnet_verb_fallback:verb_lemma"", ""object_phrase"": ""order part"", ""operation_resolved"": true, ""original_normalized_label"": ""back order part"", ""original_root"": ""back"", ""root_lemma"": ""back"", ""root_pos"": ""VERB""}",,False,0.13729827105998993,,False,[],,[],,[]
False,0.36554211378097534,1-1,no_declared_conflict_unclassified_operation,0.2823127806186676,False,n7,reserve in house parts,reserve in house parts,"{""canonical_label"": ""reserve house parts"", ""canonical_operation"": ""reserve"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_imperative_surrogate:verb_lemma"", ""object_phrase"": ""house parts"", ""operation_resolved"": true, ""original_normalized_label"": ""reserve in house parts"", ""original_root"": ""reserve"", ""root_lemma"": ""reserve"", ""root_pos"": ""VERB""}",True,0.3588736057281494,,,1-1:2120553035:n7,2120553035,back order part,back order part,"{""canonical_label"": ""back order part"", ""canonical_operation"": ""back"", ""derivation_candidates"": [], ""derivation_source"": ""wordnet_verb_fallback:verb_lemma"", ""object_phrase"": ""order part"", ""operation_resolved"": true, ""original_normalized_label"": ""back order part"", ""original_root"": ""back"", ""root_lemma"": ""back"", ""root_pos"": ""VERB""}",,False,0.36554211378097534,,False,[],,[],,[]
True,0.6885702013969421,1-1,no_declared_conflict_unclassified_operation,0.6885702013969421,True,n8,back order unavailable parts,back order unavailable parts,"{""canonical_label"": ""back order unavailable parts"", ""canonical_operation"": ""back"", ""derivation_candidates"": [], ""derivation_source"": ""wordnet_verb_fallback:verb_lemma"", ""object_phrase"": ""order unavailable parts"", ""operation_resolved"": true, ""original_normalized_label"": ""back order unavailable parts"", ""original_root"": ""back"", ""root_lemma"": ""back"", ""root_pos"": ""VERB""}",True,1.0000001192092896,,,1-1:2120553035:n8,2120553035,back order part,back order part,"{""canonical_label"": ""back order part"", ""canonical_operation"": ""back"", ""derivation_candidates"": [], ""derivation_source"": ""wordnet_verb_fallback:verb_lemma"", ""object_phrase"": ""order part"", ""operation_resolved"": true, ""original_normalized_label"": ""back order part"", ""original_root"": ""back"", ""root_lemma"": ""back"", ""root_pos"": ""VERB""}",unambiguous_semantic_anchor,True,0.6885702013969421,,False,[],,[],,[]
False,0.33523696660995483,1-1,no_declared_conflict_unclassified_operation,0.33523696660995483,False,n9,reject order,reject order,"{""canonical_label"": ""reject order"", ""canonical_operation"": ""reject"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""order"", ""operation_resolved"": true, ""original_normalized_label"": ""reject order"", ""original_root"": ""reject"", ""root_lemma"": ""reject"", ""root_pos"": ""VERB""}",True,0.24979859590530396,,,1-1:2120553035:n9,2120553035,back order part,back order part,"{""canonical_label"": ""back order part"", ""canonical_operation"": ""back"", ""derivation_candidates"": [], ""derivation_source"": ""wordnet_verb_fallback:verb_lemma"", ""object_phrase"": ""order part"", ""operation_resolved"": true, ""original_normalized_label"": ""back order part"", ""original_root"": ""back"", ""root_lemma"": ""back"", ""root_pos"": ""VERB""}",,False,0.33523696660995483,,False,[],,[],,[]
False,-0.08805505931377411,1-1,no_declared_conflict_unclassified_operation,-0.08805505931377411,False,n1,create process instance,create process instance,"{""canonical_label"": ""create process instance"", ""canonical_operation"": ""create"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""process instance"", ""operation_resolved"": true, ""original_normalized_label"": ""create process instance"", ""original_root"": ""create"", ""root_lemma"": ""create"", ""root_pos"": ""VERB""}",True,0.23894751071929932,,,1-1:2120553041:n1,2120553041,select unchecked part,select unchecked part,"{""canonical_label"": ""select unchecked part"", ""canonical_operation"": ""select"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_imperative_surrogate:verb_lemma"", ""object_phrase"": ""unchecked part"", ""operation_resolved"": true, ""original_normalized_label"": ""select unchecked part"", ""original_root"": ""select"", ""root_lemma"": ""select"", ""root_pos"": ""VERB""}",,False,-0.08805505931377411,,False,[],,[],,[]
False,0.0234987735748291,1-1,no_declared_conflict_unclassified_operation,0.0234987735748291,False,n5,inform storehouse and engineering department,inform storehouse and engineering department,"{""canonical_label"": ""inform storehouse and engineering department"", ""canonical_operation"": ""inform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""storehouse and engineering department"", ""operation_resolved"": true, ""original_normalized_label"": ""inform storehouse and engineering department"", ""original_root"": ""inform"", ""root_lemma"": ""inform"", ""root_pos"": ""VERB""}",True,0.3546116054058075,,,1-1:2120553041:n5,2120553041,select unchecked part,select unchecked part,"{""canonical_label"": ""select unchecked part"", ""canonical_operation"": ""select"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_imperative_surrogate:verb_lemma"", ""object_phrase"": ""unchecked part"", ""operation_resolved"": true, ""original_normalized_label"": ""select unchecked part"", ""original_root"": ""select"", ""root_lemma"": ""select"", ""root_pos"": ""VERB""}",,False,0.0234987735748291,,False,[],,[],,[]
False,0.19525252282619476,1-1,no_declared_conflict_unclassified_operation,0.1541203111410141,False,n7,reserve in house parts,reserve in house parts,"{""canonical_label"": ""reserve house parts"", ""canonical_operation"": ""reserve"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_imperative_surrogate:verb_lemma"", ""object_phrase"": ""house parts"", ""operation_resolved"": true, ""original_normalized_label"": ""reserve in house parts"", ""original_root"": ""reserve"", ""root_lemma"": ""reserve"", ""root_pos"": ""VERB""}",True,0.1427355408668518,,,1-1:2120553041:n7,2120553041,select unchecked part,select unchecked part,"{""canonical_label"": ""select unchecked part"", ""canonical_operation"": ""select"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_imperative_surrogate:verb_lemma"", ""object_phrase"": ""unchecked part"", ""operation_resolved"": true, ""original_normalized_label"": ""select unchecked part"", ""original_root"": ""select"", ""root_lemma"": ""select"", ""root_pos"": ""VERB""}",,False,0.19525252282619476,,False,[],,[],,[]
